Memory Length,4000,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-24,
-24,
-24,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-24,
-24,
-24,
-24,
-24,
-25,
-25,
-24,
-25,
-25,
-24,
-25,
-24,
-24,
-25,
-24,
-25,
-25,
-24,
-24,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-24,
-24,
-25,
-25,
-25,
-24,
-24,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-24,
-24,
-25,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-24,
-25,
-25,
-24,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-24,
-25,
-25,
-25,
-25,
-24,
-25,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-25,
-26,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-26,
-24,
-25,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-24,
-24,
-25,
-25,
-24,
-24,
-25,
-25,
-24,
-24,
-25,
-25,
-24,
-24,
-25,
-25,
-24,
-24,
-24,
-24,
-25,
-24,
-24,
-25,
-24,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-24,
-25,
-24,
-24,
-25,
-25,
-24,
-25,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-24,
-24,
-25,
-24,
-24,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-24,
-25,
-24,
-24,
-24,
-24,
-25,
-24,
-24,
-25,
-25,
-24,
-24,
-24,
-24,
-25,
-24,
-24,
-24,
-25,
-24,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-25,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-25,
-24,
-24,
-25,
-25,
-24,
-25,
-24,
-24,
-24,
-25,
-24,
-24,
-24,
-24,
-25,
-25,
-24,
-24,
-24,
-24,
-24,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-24,
-24,
-25,
-25,
-24,
-24,
-24,
-24,
-25,
-24,
-24,
-25,
-24,
-25,
-25,
-24,
-24,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-24,
-24,
-24,
-25,
-24,
-25,
-25,
-24,
-24,
-24,
-24,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-24,
-24,
-24,
-25,
-24,
-24,
-25,
-24,
-24,
-25,
-25,
-25,
-24,
-25,
-24,
-24,
-25,
-24,
-24,
-24,
-25,
-25,
-24,
-24,
-25,
-25,
-24,
-25,
-24,
-24,
-25,
-24,
-24,
-24,
-25,
-24,
-25,
-24,
-24,
-25,
-25,
-24,
-24,
-24,
-24,
-24,
-25,
-25,
-24,
-24,
-25,
-25,
-24,
-25,
-24,
-24,
-25,
-24,
-24,
-25,
-25,
-24,
-24,
-24,
-24,
-25,
-24,
-24,
-25,
-24,
-25,
-25,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-25,
-24,
-25,
-24,
-25,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-25,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-25,
-24,
-24,
-24,
-24,
-24,
-24,
-25,
-25,
-24,
-24,
-25,
-24,
-24,
-24,
-24,
-25,
-24,
-25,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-25,
-24,
-24,
-24,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-24,
-25,
-25,
-24,
-24,
-24,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-24,
-25,
-25,
-24,
-25,
-24,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-24,
-24,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-24,
-25,
-24,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-24,
-24,
-24,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-24,
-24,
-26,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-24,
-25,
-25,
-24,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-24,
-24,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-24,
-25,
-24,
-25,
-24,
-24,
-24,
-24,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-26,
-24,
-24,
-25,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-24,
-25,
-25,
-24,
-25,
-24,
-25,
-24,
-25,
-26,
-25,
-24,
-24,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-24,
-24,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-24,
-24,
-24,
-25,
-25,
-25,
-24,
-25,
-24,
25,
26,
26,
25,
25,
25,
25,
25,
25,
26,
25,
25,
25,
26,
25,
25,
26,
25,
26,
25,
25,
25,
25,
25,
25,
26,
26,
26,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
26,
25,
25,
26,
25,
25,
25,
25,
25,
25,
25,
25,
26,
25,
26,
25,
26,
25,
25,
25,
25,
25,
25,
25,
25,
25,
26,
25,
25,
25,
25,
25,
26,
25,
25,
25,
25,
26,
25,
25,
25,
25,
26,
25,
25,
25,
25,
26,
26,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
26,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
26,
26,
25,
25,
25,
26,
25,
25,
25,
25,
25,
26,
25,
25,
25,
25,
25,
25,
25,
26,
25,
25,
25,
25,
25,
25,
25,
25,
25,
26,
26,
25,
26,
26,
25,
25,
25,
25,
25,
26,
24,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
26,
25,
25,
25,
25,
25,
25,
26,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
26,
25,
25,
25,
25,
25,
26,
26,
25,
25,
25,
25,
25,
25,
25,
25,
26,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
26,
25,
26,
25,
25,
25,
25,
25,
25,
25,
25,
26,
25,
26,
25,
25,
25,
25,
25,
25,
25,
26,
26,
25,
26,
25,
26,
25,
25,
25,
25,
25,
26,
25,
26,
26,
25,
25,
26,
25,
25,
25,
26,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
26,
25,
25,
25,
26,
25,
25,
25,
25,
26,
25,
25,
26,
26,
26,
25,
25,
25,
25,
26,
25,
25,
26,
25,
25,
25,
25,
26,
25,
25,
26,
25,
25,
25,
25,
24,
25,
25,
25,
26,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
26,
25,
25,
25,
25,
25,
25,
25,
25,
26,
25,
25,
25,
26,
25,
25,
25,
25,
25,
26,
25,
26,
25,
25,
25,
25,
25,
26,
25,
25,
25,
26,
26,
25,
25,
25,
25,
25,
26,
26,
25,
25,
26,
25,
25,
25,
25,
25,
26,
25,
25,
25,
25,
26,
25,
26,
26,
26,
26,
25,
25,
25,
26,
25,
25,
25,
26,
25,
26,
26,
25,
26,
25,
25,
25,
26,
25,
25,
25,
26,
26,
26,
26,
26,
26,
26,
25,
25,
25,
25,
25,
25,
26,
25,
26,
25,
25,
25,
26,
26,
25,
26,
26,
25,
26,
25,
26,
26,
25,
25,
26,
26,
25,
26,
26,
25,
25,
26,
26,
25,
26,
26,
26,
25,
25,
26,
26,
25,
26,
26,
25,
25,
25,
25,
26,
26,
25,
26,
25,
25,
25,
25,
25,
25,
25,
25,
25,
26,
25,
25,
25,
25,
25,
25,
26,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
26,
25,
25,
26,
25,
25,
25,
26,
27,
26,
25,
25,
26,
25,
25,
26,
26,
25,
25,
26,
26,
26,
25,
25,
26,
26,
25,
26,
26,
25,
26,
25,
26,
26,
25,
26,
25,
25,
26,
26,
26,
26,
26,
25,
25,
26,
25,
26,
25,
26,
26,
26,
25,
25,
25,
26,
26,
25,
25,
25,
26,
25,
25,
26,
25,
25,
26,
26,
25,
25,
26,
25,
26,
26,
25,
26,
26,
25,
26,
26,
25,
26,
26,
25,
26,
26,
26,
26,
26,
26,
25,
25,
25,
25,
25,
26,
25,
25,
25,
26,
25,
25,
26,
26,
26,
26,
25,
26,
26,
25,
26,
25,
26,
25,
25,
25,
25,
26,
26,
26,
25,
25,
26,
25,
26,
26,
26,
26,
26,
25,
25,
26,
26,
26,
26,
25,
26,
26,
25,
25,
26,
26,
26,
26,
26,
25,
25,
25,
26,
26,
26,
26,
26,
25,
25,
25,
25,
25,
25,
25,
26,
26,
25,
26,
25,
25,
26,
25,
25,
26,
26,
26,
25,
25,
25,
25,
25,
25,
26,
26,
25,
26,
25,
25,
26,
26,
25,
25,
25,
25,
25,
26,
25,
25,
25,
26,
25,
25,
26,
25,
26,
26,
25,
26,
25,
25,
25,
25,
24,
26,
25,
26,
25,
25,
25,
26,
25,
26,
26,
25,
26,
25,
26,
26,
25,
25,
25,
25,
25,
26,
25,
25,
25,
25,
25,
25,
25,
26,
25,
26,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
26,
-24,
-24,
-24,
-24,
-25,
-24,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-25,
-24,
-25,
-24,
-24,
-24,
-24,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-24,
-24,
-24,
-25,
-25,
-24,
-24,
-25,
-25,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-24,
-24,
-24,
-25,
-24,
-25,
-25,
-24,
-24,
-24,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-24,
-24,
-24,
-25,
-24,
-25,
-24,
-24,
-24,
-24,
-25,
-24,
-24,
-25,
-24,
-24,
-25,
-25,
-24,
-24,
-24,
-25,
-25,
-24,
-25,
-25,
-24,
-24,
-25,
-25,
-24,
-24,
-25,
-24,
-25,
-25,
-24,
-24,
-24,
-24,
-24,
-24,
-25,
-24,
-24,
-25,
-24,
-25,
-24,
-24,
-25,
-24,
-24,
-25,
-24,
-24,
-24,
-24,
-25,
-24,
-24,
-25,
-24,
-24,
-25,
-25,
-24,
-24,
-25,
-24,
-24,
-24,
-25,
-24,
-24,
-24,
-25,
-24,
-24,
-24,
-25,
-24,
-25,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-25,
-25,
-25,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-25,
-24,
-24,
-24,
-24,
-25,
-25,
-24,
-24,
-24,
-24,
-24,
-24,
-25,
-24,
-24,
-24,
-24,
-25,
-24,
-24,
-24,
-24,
-24,
-25,
-24,
-24,
-24,
-24,
-25,
-25,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-25,
-24,
-24,
-24,
-24,
-25,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-25,
-24,
-25,
-24,
-24,
-24,
-24,
-24,
-25,
-24,
-24,
-24,
-25,
-24,
-24,
-25,
-24,
-24,
-24,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-24,
-25,
-24,
-25,
-25,
-24,
-24,
-24,
-24,
-24,
-25,
-25,
-24,
-24,
-25,
-24,
-24,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-24,
-24,
-24,
-25,
-24,
-24,
-24,
-25,
-25,
-24,
-25,
-24,
-25,
-25,
-24,
-25,
-24,
-25,
-24,
-24,
-24,
-24,
-24,
-25,
-25,
-24,
-25,
-24,
-24,
-25,
-24,
-25,
-24,
-24,
-25,
-24,
-24,
-25,
-24,
-24,
-25,
-25,
-25,
-24,
-24,
-24,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-24,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-24,
-24,
-24,
-24,
-25,
-24,
-25,
-25,
-24,
-24,
-24,
-24,
-25,
-25,
-24,
-24,
-25,
-24,
-24,
-25,
-24,
-25,
-25,
-25,
-24,
-24,
-24,
-25,
-25,
-24,
-25,
-24,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-24,
-24,
-24,
-25,
-24,
-25,
-24,
-25,
-24,
-24,
-25,
-24,
-24,
-24,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-24,
-24,
-24,
-25,
-24,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-24,
-25,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-25,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-25,
-24,
-25,
-24,
-24,
-25,
-25,
-24,
-24,
-24,
-24,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-24,
-25,
-24,
-24,
-24,
-25,
-24,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-24,
-24,
-24,
-24,
-25,
-25,
-24,
-25,
-24,
-24,
-25,
-25,
-24,
-25,
-24,
-24,
-24,
-25,
-25,
-25,
-24,
-24,
-24,
-24,
-25,
-24,
-24,
-24,
-24,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-24,
-24,
-24,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-24,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-24,
-25,
-24,
-24,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-24,
-24,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-24,
-24,
-24,
-24,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-24,
-25,
-25,
-24,
-24,
-25,
-25,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-24,
-24,
-24,
-25,
-25,
-25,
-25,
-24,
-25,
-25,
-24,
-25,
-24,
-24,
-24,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-25,
-24,
-24,
-25,
-25,
-24,
-24,
-25,
-24,
-25,
-24,
-25,
-24,
-25,
-24,
-25,
-25,
-24,
-24,
-25,
-24,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-24,
-24,
-24,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-24,
-24,
-24,
-24,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-24,
-24,
-24,
-24,
-24,
-25,
-24,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-24,
-25,
-24,
-24,
-24,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-24,
-25,
-25,
-24,
-25,
-24,
-24,
-25,
-25,
-24,
-25,
-24,
-25,
-24,
-25,
-25,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-24,
-24,
-24,
-24,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-25,
-24,
-24,
-25,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-24,
-24,
-25,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-24,
-24,
-24,
-25,
-24,
-24,
-24,
-24,
-24,
-25,
-24,
-25,
-24,
-25,
-25,
-24,
-24,
-24,
-25,
-25,
-24,
-25,
-24,
-24,
-25,
-24,
-25,
-24,
-24,
-24,
-24,
-24,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-24,
-24,
-24,
-25,
-24,
-24,
-24,
-24,
-24,
-25,
-25,
-24,
-24,
-24,
-24,
-25,
-25,
-24,
-25,
-24,
-25,
-25,
-24,
-24,
-25,
-24,
-25,
-24,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-24,
-24,
-24,
-25,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-25,
-24,
-25,
-24,
-24,
-24,
-25,
-25,
-24,
-24,
-24,
-25,
-25,
-24,
-24,
-25,
-25,
-24,
-25,
-24,
-25,
-24,
-25,
-24,
-24,
-25,
-24,
-24,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-24,
-24,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-24,
-25,
-24,
-25,
-24,
-25,
-24,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-25,
-24,
-24,
-25,
-24,
-24,
-25,
-24,
-25,
-25,
-25,
-24,
-24,
-24,
-25,
-25,
-24,
-25,
-25,
-24,
-25,
-24,
-25,
-24,
-24,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-24,
-24,
-24,
-25,
-25,
-25,
-24,
-24,
-25,
-24,
-24,
-24,
-25,
-25,
-24,
-25,
-24,
-25,
-24,
-24,
-25,
-24,
-25,
-25,
-24,
-24,
-24,
-24,
-25,
-24,
-24,
-24,
-25,
-24,
-25,
-25,
-24,
-24,
-25,
-24,
-25,
-24,
-24,
-24,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-24,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-24,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-25,
-24,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-25,
-25,
-24,
-25,
-24,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-25,
-24,
-24,
-25,
-24,
-25,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-24,
-24,
-24,
-25,
-25,
-25,
-24,
-24,
-24,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-24,
-24,
-25,
-25,
-24,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-25,
-24,
-25,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-24,
-24,
-25,
-25,
-24,
-25,
-24,
-24,
-24,
25,
26,
26,
25,
25,
26,
25,
25,
25,
25,
25,
26,
25,
26,
25,
26,
26,
25,
25,
26,
25,
25,
25,
25,
26,
25,
26,
25,
25,
25,
26,
26,
26,
26,
26,
26,
25,
25,
26,
25,
26,
25,
25,
25,
25,
26,
25,
26,
25,
26,
26,
25,
26,
25,
25,
25,
25,
26,
26,
25,
25,
25,
26,
25,
25,
25,
25,
25,
25,
25,
24,
26,
25,
25,
25,
25,
25,
25,
25,
25,
25,
26,
25,
25,
25,
25,
24,
24,
25,
25,
25,
25,
25,
26,
25,
26,
25,
25,
25,
25,
25,
25,
25,
25,
26,
25,
25,
25,
25,
25,
25,
25,
26,
26,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
26,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
26,
26,
25,
25,
25,
25,
25,
25,
25,
25,
25,
26,
25,
25,
26,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
26,
25,
26,
25,
26,
25,
25,
25,
25,
26,
25,
25,
25,
25,
25,
25,
25,
26,
25,
26,
25,
25,
25,
25,
25,
25,
25,
26,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
